#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0DTC8	uniprotkb:Q15818	intact:EBI-25475900	intact:EBI-11042445|uniprotkb:Q5FWE6|uniprotkb:B3KXH3	psi-mi:orf8_wcpv(display_long)	psi-mi:nptx1_human(display_long)|uniprotkb:NPTX1(gene name)|psi-mi:NPTX1(display_short)|uniprotkb:Neuronal pentraxin I(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:Q13438	intact:EBI-25475900	intact:EBI-725454|intact:EBI-1174342|uniprotkb:A6NDD1|uniprotkb:A6NFR7|uniprotkb:A6NLB2|uniprotkb:A8K5Q9|uniprotkb:B4DPX1|uniprotkb:B4E1I6|uniprotkb:E7ENT8|uniprotkb:F8VUH2|uniprotkb:O00579|uniprotkb:Q6IBL2|uniprotkb:Q8IZ58|uniprotkb:Q9BW99|dip:DIP-37493N|uniprotkb:B4DE28|uniprotkb:E7EW91|uniprotkb:G3XA88	psi-mi:orf8_wcpv(display_long)	psi-mi:os9_human(display_long)|uniprotkb:OS9(gene name)|psi-mi:OS9(display_short)|uniprotkb:Amplified in osteosarcoma 9(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:Q08431	intact:EBI-25475900	intact:EBI-3449497|uniprotkb:Q53FU9|uniprotkb:Q9BTL9|uniprotkb:B2R6M7|uniprotkb:Q7Z3D2|uniprotkb:F5GZN3	psi-mi:orf8_wcpv(display_long)	psi-mi:mfgm_human(display_long)|uniprotkb:MFGE8(gene name)|psi-mi:MFGE8(display_short)|uniprotkb:Breast epithelial antigen BA46(gene name synonym)|uniprotkb:HMFG(gene name synonym)|uniprotkb:MFGM(gene name synonym)|uniprotkb:Milk fat globule-EGF factor 8(gene name synonym)|uniprotkb:SED1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:P61916	intact:EBI-25475900	intact:EBI-2368946|uniprotkb:B4DQV7|uniprotkb:Q15668|uniprotkb:Q29413	psi-mi:orf8_wcpv(display_long)	psi-mi:npc2_human(display_long)|uniprotkb:NPC2(gene name)|psi-mi:NPC2(display_short)|uniprotkb:Niemann-Pick disease type C2 protein(gene name synonym)|uniprotkb:HE1(gene name synonym)|uniprotkb:Human epididymis-specific protein 1(gene name synonym)|uniprotkb:Epididymal secretory protein E1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:P58166	intact:EBI-25475900	intact:EBI-21580393	psi-mi:orf8_wcpv(display_long)	psi-mi:inhbe_human(display_long)|uniprotkb:Activin beta-E chain(gene name synonym)|uniprotkb:INHBE(gene name)|psi-mi:INHBE(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:P29122	intact:EBI-25475900	intact:EBI-2683528|uniprotkb:Q9UEJ8|uniprotkb:Q9UEJ9|uniprotkb:Q15100|uniprotkb:Q9Y4H1|uniprotkb:Q9UEJ1|uniprotkb:Q9Y4H0|uniprotkb:Q9UEJ2|uniprotkb:Q15099|uniprotkb:Q9UEJ7|uniprotkb:Q9Y4G9|uniprotkb:Q9UEG7	psi-mi:orf8_wcpv(display_long)	psi-mi:pcsk6_human(display_long)|uniprotkb:PACE4(gene name synonym)|uniprotkb:Paired basic amino acid cleaving enzyme 4(gene name synonym)|uniprotkb:Subtilisin-like proprotein convertase 4(gene name synonym)|uniprotkb:Subtilisin/kexin-like protease PACE4(gene name synonym)|uniprotkb:PCSK6(gene name)|psi-mi:PCSK6(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:P28300	intact:EBI-25475900	intact:EBI-3893481|uniprotkb:B2R5Q3|uniprotkb:Q5FWF0	psi-mi:orf8_wcpv(display_long)	psi-mi:lyox_human(display_long)|uniprotkb:LOX(gene name)|psi-mi:LOX(display_short)|uniprotkb:Lysyl oxidase(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:P26358	intact:EBI-25475900	intact:EBI-719459|dip:DIP-39693N|uniprotkb:Q9UHG5|uniprotkb:Q9ULA2|uniprotkb:Q9UMZ6|uniprotkb:A0AV63|uniprotkb:B7ZLW6	psi-mi:orf8_wcpv(display_long)	psi-mi:dnmt1_human(display_long)|uniprotkb:CXXC9(gene name synonym)|uniprotkb:MCMT(gene name synonym)|uniprotkb:DNA methyltransferase HsaI(gene name synonym)|uniprotkb:CXXC-type zinc finger protein 9(gene name synonym)|uniprotkb:DNMT1(gene name)|psi-mi:DNMT1(display_short)|uniprotkb:AIM(gene name synonym)|uniprotkb:DNMT(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:P15151	intact:EBI-25475900	intact:EBI-3919694|uniprotkb:Q96BJ1|uniprotkb:Q15268|uniprotkb:Q15267|uniprotkb:P15152|uniprotkb:B4DTS9	psi-mi:orf8_wcpv(display_long)	psi-mi:pvr_human(display_long)|uniprotkb:PVR(gene name)|psi-mi:PVR(display_short)|uniprotkb:PVS(gene name synonym)|uniprotkb:Nectin-like protein 5(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:P12109	intact:EBI-25475900	intact:EBI-2465913|uniprotkb:O00117|uniprotkb:O00118|uniprotkb:Q14040|uniprotkb:Q14041|uniprotkb:Q16258|uniprotkb:Q7Z645|uniprotkb:Q9BSA8	psi-mi:orf8_wcpv(display_long)	psi-mi:co6a1_human(display_long)|uniprotkb:COL6A1(gene name)|psi-mi:COL6A1(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:P0C7P0	intact:EBI-25475900	intact:EBI-11150788	psi-mi:orf8_wcpv(display_long)	psi-mi:cisd3_human(display_long)|uniprotkb:CISD3(gene name)|psi-mi:CISD3(display_short)|uniprotkb:Mitochondrial inner NEET protein(gene name synonym)|uniprotkb:MitoNEET-related protein 2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:P05556	intact:EBI-25475900	intact:EBI-703066|uniprotkb:D3DRX9|uniprotkb:D3DRY3|uniprotkb:D3DRY4|uniprotkb:D3DRY5|intact:EBI-4289597|uniprotkb:Q7Z3V1|uniprotkb:Q8WUM6|uniprotkb:P78466|uniprotkb:P78467|uniprotkb:Q13089|uniprotkb:Q13090|uniprotkb:Q13091|uniprotkb:Q13212|uniprotkb:Q14622|uniprotkb:Q14647|uniprotkb:A8K6N2|uniprotkb:Q29RW2	psi-mi:orf8_wcpv(display_long)	psi-mi:itb1_human(display_long)|uniprotkb:MDF2(gene name synonym)|uniprotkb:MSK12(gene name synonym)|uniprotkb:Glycoprotein IIa(gene name synonym)|uniprotkb:Fibronectin receptor subunit beta(gene name synonym)|uniprotkb:VLA-4 subunit beta(gene name synonym)|uniprotkb:ITGB1(gene name)|psi-mi:ITGB1(display_short)|uniprotkb:FNRB(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:P00750	intact:EBI-25475900	intact:EBI-5605520|uniprotkb:A8K022|uniprotkb:B2R8E8|uniprotkb:Q15103|uniprotkb:Q503B0|uniprotkb:Q6PJA5|uniprotkb:Q7Z7N2|uniprotkb:Q86YK8|uniprotkb:Q9BU99|uniprotkb:Q9BZW1	psi-mi:orf8_wcpv(display_long)	psi-mi:tpa_human(display_long)|uniprotkb:PLAT(gene name)|psi-mi:PLAT(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:O76061	intact:EBI-25475900	intact:EBI-713858	psi-mi:orf8_wcpv(display_long)	psi-mi:stc2_human(display_long)|uniprotkb:Stanniocalcin-related protein(gene name synonym)|uniprotkb:STC2(gene name)|psi-mi:STC2(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:O14656	intact:EBI-25475900	intact:EBI-524257|uniprotkb:Q53Y64|uniprotkb:Q96CA0|uniprotkb:B2RB58	psi-mi:orf8_wcpv(display_long)	psi-mi:tor1a_human(display_long)|uniprotkb:TA(gene name synonym)|uniprotkb:Torsin ATPase-1A(gene name synonym)|uniprotkb:TORA(gene name synonym)|uniprotkb:Torsin family 1 member A(gene name synonym)|uniprotkb:Dystonia 1 protein(gene name synonym)|uniprotkb:TOR1A(gene name)|psi-mi:TOR1A(display_short)|uniprotkb:DQ2(gene name synonym)|uniprotkb:DYT1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTC8	uniprotkb:O00469	intact:EBI-25475900	intact:EBI-1047459|uniprotkb:B3KWS3|uniprotkb:Q59ED2|uniprotkb:Q8N170|intact:EBI-2559757	psi-mi:orf8_wcpv(display_long)	psi-mi:plod2_human(display_long)|uniprotkb:Lysyl hydroxylase 2(gene name synonym)|uniprotkb:PLOD2(gene name)|psi-mi:PLOD2(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491344	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:Q9UL15	intact:EBI-25475909	intact:EBI-356517|uniprotkb:O94950|uniprotkb:Q86W59	psi-mi:orf9b_wcpv(display_long)	psi-mi:bag5_human(display_long)|uniprotkb:Bcl-2-associated athanogene 5(gene name synonym)|uniprotkb:BAG5(gene name)|psi-mi:BAG5(display_short)|uniprotkb:KIAA0873(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:Q9UKA9	intact:EBI-25475909	intact:EBI-954220|uniprotkb:Q8N0Z1|uniprotkb:Q8N160|uniprotkb:Q8NFB0|uniprotkb:Q8NFB1|uniprotkb:Q969N9|uniprotkb:Q96Q76	psi-mi:orf9b_wcpv(display_long)	psi-mi:ptbp2_human(display_long)|uniprotkb:Neurally-enriched homolog of PTB(gene name synonym)|uniprotkb:Neural polypyrimidine tract-binding protein(gene name synonym)|uniprotkb:PTB-like protein(gene name synonym)|uniprotkb:PTBP2(gene name)|psi-mi:PTBP2(display_short)|uniprotkb:NPTB(gene name synonym)|uniprotkb:PTB(gene name synonym)|uniprotkb:PTBLP(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:Q9P0L2	intact:EBI-25475909	intact:EBI-968587|uniprotkb:D3DTB0|uniprotkb:D3DTB1|uniprotkb:Q2HIY1|uniprotkb:Q5VTF9|uniprotkb:Q5VTG0|uniprotkb:Q96SW9|uniprotkb:Q9P251	psi-mi:orf9b_wcpv(display_long)	psi-mi:mark1_human(display_long)|uniprotkb:MAP/microtubule affinity-regulating kinase 1(gene name synonym)|uniprotkb:PAR1 homolog c(gene name synonym)|uniprotkb:MARK1(gene name)|psi-mi:MARK1(display_short)|uniprotkb:KIAA1477(gene name synonym)|uniprotkb:MARK(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:Q9H773	intact:EBI-25475909	intact:EBI-723569|intact:EBI-1384169	psi-mi:orf9b_wcpv(display_long)	psi-mi:dctp1_human(display_long)|uniprotkb:RS21C6(gene name synonym)|uniprotkb:CDA03(orf name)|uniprotkb:XTP3TPA(gene name synonym)|uniprotkb:Deoxycytidine-triphosphatase 1(gene name synonym)|uniprotkb:XTP3-transactivated gene A protein(gene name synonym)|uniprotkb:DCTPP1(gene name)|psi-mi:DCTPP1(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:Q9H2P9	intact:EBI-25475909	intact:EBI-21351611|uniprotkb:A8JZY6|uniprotkb:D3DT62|uniprotkb:Q9P017|uniprotkb:Q9P0I4|uniprotkb:Q9Y319	psi-mi:orf9b_wcpv(display_long)	psi-mi:dph5_human(display_long)|uniprotkb:DPH5(gene name)|psi-mi:DPH5(display_short)|uniprotkb:Diphthamide biosynthesis methyltransferase(gene name synonym)|uniprotkb:AD-018(orf name)|uniprotkb:CGI-30(orf name)|uniprotkb:HSPC143(orf name)|uniprotkb:NPD015(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:Q7KZI7	intact:EBI-25475909	intact:EBI-516560|uniprotkb:Q15449|uniprotkb:Q15524|uniprotkb:Q5XGA3|uniprotkb:Q68A18|uniprotkb:Q96HB3|uniprotkb:Q96RG0	psi-mi:orf9b_wcpv(display_long)	psi-mi:mark2_human(display_long)|uniprotkb:EMK1(gene name synonym)|uniprotkb:PAR1 homolog b(gene name synonym)|uniprotkb:MAP/microtubule affinity-regulating kinase 2(gene name synonym)|uniprotkb:ELKL motif kinase 1(gene name synonym)|uniprotkb:PAR1 homolog(gene name synonym)|uniprotkb:MARK2(gene name)|psi-mi:MARK2(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:P27448	intact:EBI-25475909	intact:EBI-707595|uniprotkb:A0A0A0MQR8|uniprotkb:A0A0A0MST9|uniprotkb:A0A0A0MT23|uniprotkb:Q86TT8|uniprotkb:O60219|uniprotkb:Q8TB41|uniprotkb:Q8WX83|uniprotkb:Q96RG1|uniprotkb:Q9UMY9|uniprotkb:Q9UN34	psi-mi:orf9b_wcpv(display_long)	psi-mi:mark3_human(display_long)|uniprotkb:EMK2(gene name synonym)|uniprotkb:ELKL motif kinase 2(gene name synonym)|uniprotkb:Cdc25C-associated protein kinase 1(gene name synonym)|uniprotkb:C-TAK1(gene name synonym)|uniprotkb:Serine/threonine-protein kinase p78(gene name synonym)|uniprotkb:Ser/Thr protein kinase PAR-1(gene name synonym)|uniprotkb:Protein kinase STK10(gene name synonym)|uniprotkb:MARK3(gene name)|psi-mi:MARK3(display_short)|uniprotkb:CTAK1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:O94826	intact:EBI-25475909	intact:EBI-2800236|uniprotkb:D3DN48	psi-mi:orf9b_wcpv(display_long)	psi-mi:tom70_human(display_long)|uniprotkb:TOMM70(gene name)|psi-mi:TOMM70(display_short)|uniprotkb:KIAA0719(gene name synonym)|uniprotkb:TOM70(gene name synonym)|uniprotkb:TOMM70A(gene name synonym)|uniprotkb:Translocase of outer membrane 70 kDa subunit(gene name synonym)|uniprotkb:Translocase of outer mitochondrial membrane protein 70(gene name synonym)|uniprotkb:Mitochondrial precursor proteins import receptor(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:O75534	intact:EBI-25475909	intact:EBI-719186|uniprotkb:G5E9Q2|uniprotkb:O94961|uniprotkb:Q5TF04|uniprotkb:Q5TF05|uniprotkb:Q68DI9|uniprotkb:Q9Y2S4|uniprotkb:E9PGZ0|uniprotkb:Q68DF1|intact:EBI-1059183|uniprotkb:A8K281	psi-mi:orf9b_wcpv(display_long)	psi-mi:csde1_human(display_long)|uniprotkb:Protein UNR(gene name synonym)|uniprotkb:N-ras upstream gene protein(gene name synonym)|uniprotkb:CSDE1(gene name)|psi-mi:CSDE1(display_short)|uniprotkb:D1S155E(gene name synonym)|uniprotkb:KIAA0885(gene name synonym)|uniprotkb:NRU(gene name synonym)|uniprotkb:UNR(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:O43633	intact:EBI-25475909	intact:EBI-2692789|uniprotkb:B2R4W6|uniprotkb:Q3ZTT0	psi-mi:orf9b_wcpv(display_long)	psi-mi:chm2a_human(display_long)|uniprotkb:BC2(gene name synonym)|uniprotkb:CHMP2(gene name synonym)|uniprotkb:Chromatin-modifying protein 2a(gene name synonym)|uniprotkb:Putative breast adenocarcinoma marker BC-2(gene name synonym)|uniprotkb:Vacuolar protein sorting-associated protein 2-1(gene name synonym)|uniprotkb:CHMP2A(gene name)|psi-mi:CHMP2A(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD2	uniprotkb:O14745	intact:EBI-25475909	intact:EBI-349787|uniprotkb:B3KY21|intact:EBI-15579389|uniprotkb:O43552|uniprotkb:Q86WQ5	psi-mi:orf9b_wcpv(display_long)	psi-mi:nhrf1_human(display_long)|uniprotkb:NHERF1(gene name synonym)|uniprotkb:Ezrin-radixin-moesin-binding phosphoprotein 50(gene name synonym)|uniprotkb:"Regulatory cofactor of Na(+)/H(+) exchanger"(gene name synonym)|uniprotkb:Sodium-hydrogen exchanger regulatory factor 1(gene name synonym)|uniprotkb:Solute carrier family 9 isoform A3 regulatory factor 1(gene name synonym)|uniprotkb:SLC9A3R1(gene name)|psi-mi:SLC9A3R1(display_short)|uniprotkb:NHERF(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491493	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:Q9Y3A6	intact:EBI-25475917	intact:EBI-7560959|intact:MINT-3085589|uniprotkb:B2R703|uniprotkb:D3DT38|uniprotkb:Q96AX8|uniprotkb:B1AKT4	psi-mi:orf9c_wcpv(display_long)	psi-mi:tmed5_human(display_long)|uniprotkb:TMED5(gene name)|psi-mi:TMED5(display_short)|uniprotkb:p24 family protein gamma-2(gene name synonym)|uniprotkb:p28(gene name synonym)|uniprotkb:CGI-100(orf name)|uniprotkb:UNQ397/PRO733(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:Q2PZI1	intact:EBI-25475917	intact:EBI-6164516|uniprotkb:O94954|uniprotkb:Q4G151	psi-mi:orf9c_wcpv(display_long)	psi-mi:d19l1_human(display_long)|uniprotkb:Protein dpy-19 homolog 1(gene name synonym)|uniprotkb:DPY19L1(gene name)|psi-mi:DPY19L1(display_short)|uniprotkb:Dpy-19-like protein 1(gene name synonym)|uniprotkb:GA0500(gene name synonym)|uniprotkb:KIAA0877(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532	intact-miscore:0.35
uniprotkb:P0DTD3	uniprotkb:Q96S52	intact:EBI-25475917	intact:EBI-2908273|uniprotkb:Q6UVX6	psi-mi:orf9c_wcpv(display_long)	psi-mi:pigs_human(display_long)|uniprotkb:PIGS(gene name)|psi-mi:PIGS(display_short)|uniprotkb:Phosphatidylinositol-glycan biosynthesis class S protein(gene name synonym)|uniprotkb:UNQ1873/PRO4316(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491532	intact-miscore:0.35
